store_name,pincode,city,district,state,company,lat,lng,pop_2011,pop_2026,match_type,census_town,total_stores_in_city,ps_ratio_2026
Citykart civil line Sultanpur,228001,Sultanpur,Sultanpur,Uttar Pradesh,CityKart,26.264496,82.094574,107640.0,165033.0,exact,Sultanpur,5,33007.0
Citykart Dehri,821307,Dehri,Rohtas,Bihar,CityKart,24.634739,83.96313,137231.0,235640.0,exact,Dehri,3,78547.0
Citykart Deoria,274001,Deoria,Deoria,Uttar Pradesh,CityKart,26.495748,83.758678,129479.0,198517.0,exact,Deoria,4,49629.0
Citykart Dhaka Motihari,845418,Dhaka,East Champaran,Bihar,CityKart,26.675484,85.166733,42063.0,72227.0,exact,Dhaka,1,72227.0
Citykart Dhampur,246761,Bijnor,Bijnor,Uttar Pradesh,CityKart,29.310137,78.518473,93297.0,143043.0,exact,Bijnor,3,47681.0
Citykart Dibrugarh,786001,Dibrugarh,Dibrugarh,Assam,CityKart,27.480797,94.904842,139565.0,209349.0,exact,Dibrugarh,6,34892.0
Citykart Digha Patna,800011,Patna,Patna,Bihar,CityKart,25.630784,85.104749,1684297.0,2892112.0,exact,Patna,48,60252.0
Citykart Dildarnagar,232326,Dildarnagar,Ghazipur,Uttar Pradesh,CityKart,26.476971,80.282533,31022.0,47563.0,fuzzy_broad,islamnagar,1,47563.0
Citykart Dimapur,797112,Dimapur,Dimapur,Nagaland,CityKart,25.90906,93.7261,122834.0,162186.0,exact,Dimapur,4,40546.0
Citykart Donar chowk Darbhanga,846004,Darbhanga,Darbhanga,Bihar,CityKart,26.14558,85.898735,296039.0,508330.0,exact,Darbhanga,8,63541.0
Citykart Dumka,814101,Dumka,Dumka,Jharkhand,CityKart,24.267612,87.2493,47584.0,75440.0,exact,Dumka,4,18860.0
Citykart Dumrao,802119,Buxar,Bhojpur,Bihar,CityKart,25.576039,83.982199,102861.0,176623.0,exact,Buxar,3,58874.0
Citykart Durg,491001,Chhattisgarh,Raipur,Chhattisgarh,CityKart,21.192108,81.28222,1027264.0,1595789.0,manual,Raipur,1,1595789.0
Citykart Dwarka Mor,110059,New Delhi,New Delhi,Delhi,CityKart,28.623836,77.0604,,,no_match,,34,
Citykart Etawah,206001,Etawah,Etawah,Uttar Pradesh,CityKart,26.78104,79.01948,256838.0,393783.0,exact,Etawah,3,131261.0
CityKart Gaya,823001,Gaya,Gaya,Bihar,CityKart,24.979031,84.971025,474093.0,814067.0,exact,Gaya,6,135678.0
CityKart Ghaziabad,201001,Ghaziabad,Ghaziabad,Uttar Pradesh,CityKart,28.655672,77.433706,1648643.0,2527692.0,exact,Ghaziabad,17,148688.0
Citykart Giridih,815301,Giridih,Giridih,Jharkhand,CityKart,24.183,86.3,114533.0,181583.0,exact,Giridih,3,60528.0
Citykart Goalpara,783101,Goalpara,Goalpara,Assam,CityKart,26.17587,90.620102,53430.0,80145.0,exact,Goalpara,2,40072.0
Citykart Gonda,271003,Gonda,Bahraich,Uttar Pradesh,CityKart,27.147399,81.969525,114046.0,174855.0,exact,Gonda,4,43714.0
Citykart Gorakhnath Road,273015,Gorakhpur,Gorakhpur,Uttar Pradesh,CityKart,26.769392,83.363304,673446.0,1032524.0,exact,Gorakhpur,20,51626.0
CityKart Gorakhpur Barhalganj,273402,Gorakhpur,Gorakhpur,Uttar Pradesh,CityKart,26.747124,83.505859,673446.0,1032524.0,exact,Gorakhpur,20,51626.0
Citykart Gulmohar,462039,Bhopal,Bhopal,Madhya Pradesh,CityKart,23.192497,77.436216,1798218.0,2697340.0,exact,Bhopal,12,224778.0
Citykart Guwahati,781012,Guwahati,Kamrup Metro,Assam,CityKart,26.438969,91.62093,,,no_match,,20,
Citykart Hardoi,241001,Hardoi,Hardoi,Uttar Pradesh,CityKart,27.39632,80.126175,197029.0,302084.0,exact,Hardoi,4,75521.0
Citykart Hazaribagh,825301,Hazaribagh,Hazaribagh,Jharkhand,CityKart,24.0,85.367,142489.0,225905.0,fuzzy,hazaribag,4,56476.0
Citykart Hospital Road Motihari,845401,Motihari,East Champaran,Bihar,CityKart,26.648737,84.91163,126158.0,216626.0,exact,Motihari,8,27078.0
Citykart Hospital Road Siwan,841227,Siwan,Siwan,Bihar,CityKart,26.262026,84.38367,135066.0,231922.0,exact,Siwan,10,23192.0
Citykart Jamalpur,811214,Jamalpur,Munger,Bihar,CityKart,25.317907,86.493195,105434.0,181041.0,exact,Jamalpur,3,60347.0
Citykart Jamui,811307,Jamui,Jamui,Bihar,CityKart,24.930067,86.226992,87357.0,150001.0,exact,Jamui,3,50000.0
Citykart Jandaha,844505,Vaishali,Vaishali,Bihar,CityKart,25.204622,85.513849,147688.0,253596.0,manual,Hajipur,4,63399.0
Citykart Jhalwa,211012,Prayagraj,Prayagraj,Uttar Pradesh,CityKart,25.436092,81.77828,1168385.0,1791363.0,manual,Allahabad,12,149280.0
Citykart Jharsuguda,768201,Jharsuguda,Jharsuguda,Odisha,CityKart,21.86507,84.02427,97730.0,142165.0,exact,Jharsuguda,6,23694.0
Citykart Jodhpur,342008,Jodhpur,Jodhpur,Rajasthan,CityKart,26.271336,72.994965,1056191.0,1647909.0,exact,Jodhpur,9,183101.0
Citykart Jogbani,854328,Jogbani,Purnia,Bihar,CityKart,26.399873,87.264708,39281.0,67450.0,fuzzy,jogabani,1,67450.0
CityKart Jorhat,785001,Jorhat,Jorhat,Assam,CityKart,26.757898,94.21105,71782.0,107674.0,exact,Jorhat,5,21535.0
Citykart Kacchi Dargah Patna,803201,Fatuha,Patna,Bihar,CityKart,25.537338,85.28371,,,no_match,,2,
Citykart Kanpur,208006,Kanpur,Kanpur Nagar,Uttar Pradesh,CityKart,26.435627,80.308952,2768057.0,4243972.0,exact,Kanpur,13,326459.0
CityKart Kapashera,110037,Mahipalpur,New Delhi,Delhi,CityKart,28.535715,77.091238,,,no_match,,4,
Citykart Karond,462038,Bhopal,Bhopal,Madhya Pradesh,CityKart,23.294377,77.394287,1798218.0,2697340.0,exact,Bhopal,12,224778.0
Citykart Kathhal nala pul Ballia,277001,Ballia,Ballia,Uttar Pradesh,CityKart,25.76,84.15,104424.0,160102.0,exact,Ballia,6,26684.0
Citykart Katihar Mirchaibari chowk,854105,Katihar,Purnia,Bihar,CityKart,25.557104,87.55631,240838.0,413544.0,exact,Katihar,6,68924.0
Citykart Katra Prayagraj,211002,Prayagraj,Prayagraj,Uttar Pradesh,CityKart,25.450413,81.85494,1168385.0,1791363.0,manual,Allahabad,12,149280.0
CityKart Kendrapara,754211,Kendrapara,Kendrapara,Odisha,CityKart,20.504375,86.41894,47006.0,68378.0,exact,Kendrapara,3,22793.0
CityKart Khagaria,851204,Khagaria,Begusarai,Bihar,CityKart,25.504578,86.47025,49406.0,84835.0,exact,Khagaria,5,16967.0
Citykart Khagaul Patna,801505,Patna,Patna,Bihar,CityKart,25.577048,85.058482,1684297.0,2892112.0,exact,Patna,48,60252.0
Citykart Kharagpur,811213,Munger,Munger,Bihar,CityKart,25.378359,86.471855,213303.0,366263.0,exact,Munger,2,183132.0
Citykart Kishanganj,855108,Kishanganj,Kishanganj,Bihar,CityKart,26.107388,87.95377,105782.0,181639.0,exact,Kishanganj,2,90820.0
Citykart Kulgam,192231,Kulgam,Kulgam,Jammu and Kashmir,CityKart,32.738718,74.852448,23584.0,35016.0,exact,Kulgam,1,35016.0
Citykart Kunj Bihari Mandir Jhansi,284001,Jhansi,Jhansi,Uttar Pradesh,CityKart,25.459232,78.56675,505693.0,775326.0,exact,Jhansi,9,86147.0
Citykart Laheriasarai Darbhanga,846001,Darbhanga,Darbhanga,Bihar,CityKart,26.145761,85.897963,296039.0,508330.0,exact,Darbhanga,8,63541.0
Citykart Lalganj,844121,Vaishali,Vaishali,Bihar,CityKart,25.97911,85.12617,147688.0,253596.0,manual,Hajipur,4,63399.0
"Citykart Lallapura, Varanasi",221001,Varanasi,Varanasi,Uttar Pradesh,CityKart,25.32407,82.99754,1198491.0,1837521.0,exact,Varanasi,24,76563.0
Citykart Lohia nagar Ghaziabad,201003,Ghaziabad,Ghaziabad,Uttar Pradesh,CityKart,28.661062,77.43167,1648643.0,2527692.0,exact,Ghaziabad,17,148688.0
Citykart Machhua Toli patna,800004,Patna,Patna,Bihar,CityKart,25.6152,85.165562,1684297.0,2892112.0,exact,Patna,48,60252.0
Citykart Madhepura,852112,Madhepura,Madhepura,Bihar,CityKart,25.923891,86.786294,54472.0,93534.0,exact,Madhepura,6,15589.0
Citykart Madhepura Manokalp heights,852113,Madhepura,Madhepura,Bihar,CityKart,25.909668,86.786144,54472.0,93534.0,exact,Madhepura,6,15589.0
CityKart Madhubani,847211,Sitamarhi,Sitamarhi,Bihar,CityKart,26.355106,86.07398,67818.0,116451.0,exact,Sitamarhi,12,9704.0
Citykart Madhubani Hospital Road,847211,Sitamarhi,Sitamarhi,Bihar,CityKart,26.355106,86.07398,67818.0,116451.0,exact,Sitamarhi,12,9704.0
Citykart Mahnar bazar,844506,Vaishali,Vaishali,Bihar,CityKart,25.97911,85.12617,147688.0,253596.0,manual,Hajipur,4,63399.0
Citykart Mahoba,210427,Mahoba,Mahoba,Uttar Pradesh,CityKart,25.29148,79.86886,95216.0,145985.0,exact,Mahoba,1,145985.0
Citykart Mainpuri,205001,Mainpuri,Mainpuri,Uttar Pradesh,CityKart,27.228397,79.026119,136557.0,209369.0,exact,Mainpuri,2,104684.0
Citykart Malihabad Lucknow,226102,Lucknow,Lucknow,Uttar Pradesh,CityKart,27.02318,80.73852,2817105.0,4319172.0,exact,Lucknow,58,74468.0
Citykart Mall,800026,Patna,Patna,Bihar,CityKart,25.592068,85.162796,1684297.0,2892112.0,exact,Patna,48,60252.0
Citykart Mall Munsipulia,226016,Lucknow,Lucknow,Uttar Pradesh,CityKart,26.885154,80.99708,2817105.0,4319172.0,exact,Lucknow,58,74468.0
"CityKart Mall, Jadhua",844101,Hajipur,Vaishali,Bihar,CityKart,25.683,85.217,147688.0,253596.0,exact,Hajipur,4,63399.0
Citykart Matiyari Chouraha Lucknow,226028,Lucknow,Lucknow,Uttar Pradesh,CityKart,26.889413,81.043654,2817105.0,4319172.0,exact,Lucknow,58,74468.0
Citykart Mauranipur Jhansi,284204,Jhansi,Jhansi,Uttar Pradesh,CityKart,25.24699,79.135679,505693.0,775326.0,exact,Jhansi,9,86147.0
Citykart Medical college Road Jhansi,284128,Jhansi,Jhansi,Uttar Pradesh,CityKart,25.466985,78.633057,505693.0,775326.0,exact,Jhansi,9,86147.0
Citykart Mirganj,841438,Mirganj,Gopalganj,Bihar,CityKart,25.201756,85.52006,26240.0,45057.0,exact,Mirganj,1,45057.0
Citykart Mirzapur,231001,Mirzapur,Mirzapur,Uttar Pradesh,CityKart,25.14556,82.57382,29283.0,44897.0,fuzzy,miranpur,2,22448.0
Citykart Mohania,821109,Kaimur,Rohtas,Bihar,CityKart,25.165814,83.624435,50179.0,86163.0,manual,Bhabua,1,86163.0
CityKart Mokama,803302,Mokama,Patna,Bihar,CityKart,25.609907,85.137764,60678.0,104190.0,fuzzy_broad,mokameh,2,52095.0
Citykart Mughalsarai,232101,Mughalsarai,Chandauli,Uttar Pradesh,CityKart,25.281121,83.121316,109650.0,168115.0,exact,Mughalsarai,2,84058.0
Citykart Mundera Gorakhpur,273013,Gorakhpur,Gorakhpur,Uttar Pradesh,CityKart,26.834796,83.424695,673446.0,1032524.0,exact,Gorakhpur,20,51626.0
Citykart Muzaffarpur Aghoria Bazar,842002,Muzaffarpur,Muzaffarpur,Bihar,CityKart,26.11962,85.39101,354462.0,608648.0,exact,Muzaffarpur,13,46819.0
CityKart Muzzafarpur,842002,Muzaffarpur,Muzaffarpur,Bihar,CityKart,26.146269,85.388394,354462.0,608648.0,exact,Muzaffarpur,13,46819.0
CityKart Naharlagun,791110,Naharlagun,Papum Pare,Arunachal Pradesh,CityKart,27.10226,93.69177,36158.0,57326.0,exact,Naharlagun,3,19109.0
Citykart Naini,211008,Prayagraj,Prayagraj,Uttar Pradesh,CityKart,25.411428,81.861032,1168385.0,1791363.0,manual,Allahabad,12,149280.0
CityKart Narkatiaganj,845455,Narkatiaganj,West Champaran,Bihar,CityKart,27.081294,84.400702,49507.0,85009.0,exact,Narkatiaganj,1,85009.0
Citykart Naugachhia,853204,Bhagalpur,Bhagalpur,Bihar,CityKart,25.386848,87.097782,400146.0,687092.0,exact,Bhagalpur,9,76344.0
Citykart Nautanwa,273164,Maharajganj,Maharajganj,Uttar Pradesh,CityKart,27.242912,83.57356,33930.0,52021.0,exact,Maharajganj,3,17340.0
Citykart Navratan Hatta Purnia,854301,Purnia,Purnia,Bihar,CityKart,25.77765,87.478,282248.0,484649.0,exact,Purnia,8,60581.0
Citykart Nawada,805110,Nawada,Nawada,Bihar,CityKart,24.880335,85.54026,98029.0,168326.0,exact,Nawada,4,42082.0
Citykart Padrauna,274304,Padrauna,Kushinagar,Uttar Pradesh,CityKart,26.741,83.669,49723.0,76235.0,exact,Padrauna,4,19059.0
Citykart paharpur Azamgarh,276001,Azamgarh,Azamgarh,Uttar Pradesh,CityKart,26.07203,83.18559,110983.0,170159.0,exact,Azamgarh,9,18907.0
Citykart Pharenda,273155,Pharenda,Gorakhpur,Uttar Pradesh,CityKart,27.10393,83.272964,,,no_match,,2,
Citykart Phulbani,762001,Phulbani,Kandhamal,Odisha,CityKart,20.475313,84.23418,37371.0,54362.0,fuzzy,phulabani,11,4942.0
Citykart Pilibhit,262001,Pilibhit,Pilibhit,Uttar Pradesh,CityKart,28.64,79.81,127988.0,196231.0,exact,Pilibhit,3,65410.0
Citykart Purnia Subhash nagar,854301,Purnia,Purnia,Bihar,CityKart,25.785187,87.496194,282248.0,484649.0,exact,Purnia,8,60581.0
Citykart Purvanchal Talkies Ballia,277001,Ballia,Ballia,Uttar Pradesh,CityKart,25.76,84.15,104424.0,160102.0,exact,Ballia,6,26684.0
Citykart Raebareli,229001,Raebareli,Raebareli,Uttar Pradesh,CityKart,26.22213,81.24064,191316.0,293325.0,fuzzy,rae bareli,5,58665.0
Citykart Rafiganj Aurangabad,824125,Aurangabad,Aurangabad,Bihar,CityKart,24.752935,84.37391,102244.0,175564.0,exact,Aurangabad,5,35113.0
Citykart Rajajipuram Lucknow,226017,Lucknow,Lucknow,Uttar Pradesh,CityKart,26.839131,80.876729,2817105.0,4319172.0,exact,Lucknow,58,74468.0
CityKart Ramnagar,221008,Varanasi,Varanasi,Uttar Pradesh,CityKart,25.336693,83.00701,1198491.0,1837521.0,exact,Varanasi,24,76563.0
CityKart Ranchi,834009,Ranchi,Ranchi,Jharkhand,CityKart,23.400865,85.367257,1073427.0,1701830.0,exact,Ranchi,19,89570.0
Citykart Raniganj,854311,Araria,Purnia,Bihar,CityKart,26.133728,87.464707,79021.0,135687.0,exact,Araria,1,135687.0
Citykart Rasal Chowk Jabalpur,482002,Jabalpur,Jabalpur,Madhya Pradesh,CityKart,23.163883,79.93651,9285.0,13928.0,fuzzy_broad,gcf jabalpur,6,2321.0
CityKart Rasra Ballia,221712,Ballia,Ballia,Uttar Pradesh,CityKart,25.757827,84.149239,104424.0,160102.0,exact,Ballia,6,26684.0
Citykart Renukoot,231217,Renukoot,Sonbhadra,Uttar Pradesh,CityKart,24.3,82.7333,20076.0,30780.0,exact,Renukoot,3,10260.0
Citykart Rewa,486001,Rewa,Rewa,Madhya Pradesh,CityKart,24.521846,81.30385,235654.0,353483.0,exact,Rewa,5,70697.0
Citykart Rupaidiha Bahraich,271881,Bahraich,Bahraich,Uttar Pradesh,CityKart,28.014104,81.596941,186223.0,285516.0,exact,Bahraich,5,57103.0
Citykart Saharsa,852201,Saharsa,Saharsa,Bihar,CityKart,25.873693,86.5835,156540.0,268795.0,exact,Saharsa,4,67199.0
CityKart Samastipur,848101,Samastipur,Samastipur,Bihar,CityKart,25.849463,85.78253,67925.0,116634.0,exact,Samastipur,9,12959.0
Citykart Samastipur Laxmi cinema,848101,Samastipur,Samastipur,Bihar,CityKart,25.86298,85.780587,67925.0,116634.0,exact,Samastipur,9,12959.0
Citykart Samba,184121,Jammu and Kashmir,Jammu,Jammu and Kashmir,CityKart,32.562412,75.11611,576198.0,855510.0,manual,Jammu,1,855510.0
Citykart Sambalpur,768004,Sambalpur,Jharsuguda,Odisha,CityKart,21.489148,83.984417,189366.0,275465.0,exact,Sambalpur,9,30607.0
Citykart Shahjahanpur,242001,Shahjahanpur,Shahjahanpur,Uttar Pradesh,CityKart,27.869823,79.908295,329736.0,505550.0,exact,Shahjahanpur,7,72221.0
Citykart Shahjahanpur2,242001,Shahjahanpur,Shahjahanpur,Uttar Pradesh,CityKart,27.881557,79.911386,329736.0,505550.0,exact,Shahjahanpur,7,72221.0
Citykart Sheikhpura,811105,Sheikhpura,Munger,Bihar,CityKart,25.141158,85.837822,62927.0,108052.0,exact,Sheikhpura,2,54026.0
CityKart Sheohar,843329,Sheohar,Sitamarhi,Bihar,CityKart,26.514466,85.300647,28116.0,48278.0,exact,Sheohar,2,24139.0
Citykart Shivpuri,473638,Shivpuri,Shivpuri,Madhya Pradesh,CityKart,25.424698,77.65553,179977.0,269967.0,exact,Shivpuri,2,134984.0
Citykart Shopian,192303,Shopian,Anantnag,Jammu and Kashmir,CityKart,33.71596,74.835602,16360.0,24291.0,fuzzy_broad,shupiyan,1,24291.0
Citykart Shrinagar Siwan,841226,Siwan,Siwan,Bihar,CityKart,26.225502,84.356561,135066.0,231922.0,exact,Siwan,10,23192.0
Citykart Shubham Tower Ballia,277001,Ballia,Ballia,Uttar Pradesh,CityKart,25.76,84.15,104424.0,160102.0,exact,Ballia,6,26684.0
Citykart Silchar,788001,Silchar,Cachar,Assam,CityKart,24.822249,92.79898,178865.0,268299.0,exact,Silchar,8,33537.0
Citykart Simri Bakhtiyarpur Saharsa,852127,Saharsa,Saharsa,Bihar,CityKart,25.753803,86.6016,156540.0,268795.0,exact,Saharsa,4,67199.0
Citykart Siswan dhala Siwan,841239,Siwan,Siwan,Bihar,CityKart,26.214237,84.370705,135066.0,231922.0,exact,Siwan,10,23192.0
Citykart Sitamarhi,843302,Sitamarhi,Sitamarhi,Bihar,CityKart,26.597952,85.5025,67818.0,116451.0,exact,Sitamarhi,12,9704.0
Citykart Sitapur Road Lucknow,226005,Lucknow,Lucknow,Uttar Pradesh,CityKart,26.882303,80.931778,2817105.0,4319172.0,exact,Lucknow,58,74468.0
Citykart Siwan Babuniya more,841226,Siwan,Siwan,Bihar,CityKart,26.22224,84.366078,135066.0,231922.0,exact,Siwan,10,23192.0
CityKart Sonepur,767017,Sonepur,Sonepur,Odisha,CityKart,20.84491,83.909611,20770.0,30213.0,fuzzy,sonapur,1,30213.0
Citykart sulemsarai,211011,Prayagraj,Prayagraj,Uttar Pradesh,CityKart,25.448735,81.78034,1168385.0,1791363.0,manual,Allahabad,12,149280.0
Citykart Sultanpur District Hospital,228001,Sultanpur,Sultanpur,Uttar Pradesh,CityKart,26.267402,82.069822,107640.0,165033.0,exact,Sultanpur,5,33007.0
Citykart Supaul,852131,Supaul,Supaul,Bihar,CityKart,26.116382,86.598983,65437.0,112362.0,exact,Supaul,6,18727.0
Citykart Susuwahi,221011,Varanasi,Varanasi,Uttar Pradesh,CityKart,25.39824,82.811554,1198491.0,1837521.0,exact,Varanasi,24,76563.0
Citykart Telibagh Lucknow,226002,Lucknow,Lucknow,Uttar Pradesh,CityKart,26.78478,80.983929,2817105.0,4319172.0,exact,Lucknow,58,74468.0
Citykart Tinsukia,786125,Tinsukia,Dibrugarh,Assam,CityKart,27.523222,95.324404,116322.0,174484.0,exact,Tinsukia,3,58161.0
Citykart Udaipur,313002,Udaipur,Udaipur,Rajasthan,CityKart,24.561511,73.718219,451100.0,703823.0,exact,Udaipur,10,70382.0
Citykart Udhampur,182101,Udhampur,Udhampur,Jammu and Kashmir,CityKart,32.923113,75.136264,84015.0,124741.0,exact,Udhampur,3,41580.0
Citykart Unnao,209801,Unnao,Unnao,Uttar Pradesh,CityKart,26.543592,80.48243,177658.0,272384.0,exact,Unnao,4,68096.0
Citykart Vrindavan Park Lucknow,226014,Lucknow,Lucknow,Uttar Pradesh,CityKart,26.768415,80.945495,2817105.0,4319172.0,exact,Lucknow,58,74468.0
YOUSTA-AMRAVATHI ROAD-GUNTUR,522001,Guntur,Guntur,Andhra Pradesh,Yousta,16.529534,80.466982,670073.0,919226.0,exact,Guntur,3,306409.0
YOUSTA-RAM NAGAR-ONGOLE,523001,Ongole,Ongole,Andhra Pradesh,Yousta,15.500136,80.049415,204746.0,280876.0,exact,Ongole,4,70219.0
YOUSTA-PVP SQUARE MALL-VIJAYWADA,520010,Vijayawada,Krishna,Andhra Pradesh,Yousta,16.500941,80.645214,,,no_match,,6,
YOUSTA- ACHARYA NAGAR-VIJAYWADA,520010,Vijayawada,Krishna,Andhra Pradesh,Yousta,16.498955,80.65108,,,no_match,,6,
YOUSTA-KAKINADA,533005,Kakinada,Kakinada,Andhra Pradesh,Yousta,16.9891,82.2475,312538.0,428749.0,exact,Kakinada,3,142916.0
YOUSTA-TIRUPATI,517501,Tirupati,Tirupati,Andhra Pradesh,Yousta,13.630518,79.42604,287482.0,394376.0,exact,Tirupati,4,98594.0
YOUSTA-ANISABAD- PATNA,800002,Patna,Patna,Bihar,Yousta,25.584229,85.090021,1684297.0,2892112.0,exact,Patna,48,60252.0
YOUSTA-MAGISRATE COLONY- PATNA,800025,Patna,Patna,Bihar,Yousta,25.650173,85.09375,1684297.0,2892112.0,exact,Patna,48,60252.0
YOUSTA-ICON PLAZA MALL- MUZAFFARPUR,842001,Muzaffarpur,Muzaffarpur,Bihar,Yousta,26.128035,85.36015,354462.0,608648.0,exact,Muzaffarpur,13,46819.0
YOUSTA-SUJAGANJ-BHAGALPUR,812001,Bhagalpur,Bhagalpur,Bihar,Yousta,25.246469,86.979782,400146.0,687092.0,exact,Bhagalpur,9,76344.0
YOUSTA-VIDYA NAGAR- BILASPUR,495001,Bilaspur,Bilaspur,Chhattisgarh,Yousta,22.07214,82.153656,16129.0,25055.0,fuzzy_broad,bijapur,7,3579.0
YOUSTA-KATORA TALAB-RAIPUR,492001,Raipur,Raipur,Chhattisgarh,Yousta,21.235182,81.654724,1027264.0,1595789.0,exact,Raipur,10,159579.0
YOUSTA-SURYA TI MALL-BHILAI,490020,Bhilai,Durg,Chhattisgarh,Yousta,22.088428,82.17808,,,no_match,,2,
YOUSTA-DWARKA,110075,Dwarka,Dwarka,Delhi,Yousta,28.5355,77.0521,,,no_match,,3,
YOUSTA-MAPUSA-GOA,403507,Mapusa,North Goa,Goa,Yousta,15.595582,73.815021,39989.0,60159.0,exact,Mapusa,1,60159.0
YOUSTA-PORVORIM-GOA,403501,Goa,Goa,Goa,Yousta,15.299323,74.123995,70991.0,106798.0,manual,Panaji,2,53399.0
YOUSTA-AVADH KONTINA-SURAT,395007,Surat,Surat,Gujarat,Yousta,21.142529,72.786905,4467797.0,6138061.0,exact,Surat,27,227336.0
YOUSTA-AASHIRWAD HIGH STREET MALL-SURAT,395007,Surat,Surat,Gujarat,Yousta,21.154893,72.773707,4467797.0,6138061.0,exact,Surat,27,227336.0
YOUSTA-RELIANCE REJOICE-JAMNAGAR,361140,Jamnagar,Jamnagar,Gujarat,Yousta,22.470276,70.07109,600943.0,825603.0,exact,Jamnagar,3,275201.0
YOUSTA-THE BARODA CROSSWAY-VADODARA,390001,Vadodara,Vadodara,Gujarat,Yousta,22.288652,73.16945,1752371.0,2407486.0,exact,Vadodara,18,133749.0
YOUSTA-RELIANCE MALL-VADODARA,390020,Vadodara,Vadodara,Gujarat,Yousta,22.290342,73.164584,1752371.0,2407486.0,exact,Vadodara,18,133749.0
YOUSTA-UDHANA-SURAT,395002,Surat,Surat,Gujarat,Yousta,21.170411,72.850621,4467797.0,6138061.0,exact,Surat,27,227336.0
YOSUTA-SOLARIS BUSINESS HUB AHMEDABAD,380013,Ahmedabad,Ahmedabad,Gujarat,Yousta,23.0225,72.5714,5577940.0,7663226.0,fuzzy,ahmadabad,29,264249.0
YOSUTA-VR Mall SURAT,395007,Surat,Surat,Gujarat,Yousta,21.140466,72.753561,4467797.0,6138061.0,exact,Surat,27,227336.0
"YOUSTA-AMBIENCE MALL, GURGAON",122002,Gurugram,Gurugram,Haryana,Yousta,28.464655,77.02957,886519.0,1359207.0,manual,Gurgaon,20,67960.0
YOUSTA-NUCLEUS MALL-RANCHI,834001,Ranchi,Ranchi,Jharkhand,Yousta,23.372122,85.338243,1073427.0,1701830.0,exact,Ranchi,19,89570.0
YOUSTA-BISTUPUR-JAMSHEDPUR,831001,Jamshedpur,East Singhbhum,Jharkhand,Yousta,22.799003,86.178181,677350.0,1073882.0,exact,Jamshedpur,12,89490.0
YOSUTA-P&M MALL,831001,Jamshedpur,East Singhbhum,Jharkhand,Yousta,22.803053,86.175784,677350.0,1073882.0,exact,Jamshedpur,12,89490.0
YOUSTA-MORABADI,834008,Ranchi,Ranchi,Jharkhand,Yousta,23.394925,85.335123,1073427.0,1701830.0,exact,Ranchi,19,89570.0
YOUSTA-HRBR LAYOUT-BENGALURU,560043,Bengaluru,Bangalore Urban,Karnataka,Yousta,12.9716,77.6412,,,no_match,,76,
YOUSTA-VIDYARANAYAPURA-BENGALURU,560097,Bengaluru,Bangalore Urban,Karnataka,Yousta,13.068498,77.55969,,,no_match,,76,
YOSUTA-M5 MALL ELECTRONIC CITY PHASE II,560100,Bengaluru,Bangalore Urban,Karnataka,Yousta,13.0827,77.5906,,,no_match,,76,
YOSUTA-BEGUR-BENGALURU,560068,Bengaluru,Bangalore Urban,Karnataka,Yousta,12.835784,77.625087,,,no_match,,76,
YOSUTA-BEARYS CITY CENTRE-SHIMOGA,577201,Shivamogga,Shivamogga,Karnataka,Yousta,13.933809,75.57313,322650.0,463886.0,manual,Shimoga,2,231943.0
YOSUTA-DEVANAGERE,577002,Davangere,Davangere,Karnataka,Yousta,14.454627,75.913147,434971.0,625374.0,fuzzy,davanagere,2,312687.0
YOUSTA-RMZ GALLERIA MALL-BENGALURU,560064,Bengaluru,Bangalore Urban,Karnataka,Yousta,13.094364,77.594957,,,no_match,,76,
YOUSTA-VIJAYA BANK LAYOUT-BENGALURU,560076,Bengaluru,Bangalore Urban,Karnataka,Yousta,12.879609,77.612393,,,no_match,,76,
YOUSTA-CITY CENTRE MALL-PUNE,575001,Mangaluru,Dakshina Kannada,Karnataka,Yousta,13.000698,74.8258,499487.0,718131.0,manual,Mangalore,4,179533.0
YOUSTA-VIJAYPURA-BIJAPUR,586101,Vijayapura,Vijayapura,Karnataka,Yousta,16.83955,75.713666,34866.0,50128.0,exact,Vijayapura,3,16709.0
YOUSTA-YELAHANKA-BENGALURU,560064,Bengaluru,Bangalore Urban,Karnataka,Yousta,13.101291,77.570602,,,no_match,,76,
