state,district,town,town_raw,pop_2011,households_2011,cagr,pop_2026,state_std,district_std
TAMIL NADU,Kancheepuram,Vandalur,Vandalur (CT),16852,4384,0.0189,22316,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Nedungundram,Nedungundram (CT),14390,3468,0.0189,19056,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Urapakkam,Urapakkam (CT),29122,7367,0.0189,38565,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Muthukadu,Muthukadu (CT),7610,1957,0.0189,10078,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Kovalam,Kovalam (CT),8124,1974,0.0189,10758,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Singaperumalkoil,Singaperumalkoil (CT),13566,3520,0.0189,17965,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Vallam,Vallam (CT),7745,1884,0.0189,10256,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Alapakkam,Alapakkam (CT),9404,2330,0.0189,12453,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Nandivaram - Guduvancheri,Nandivaram - Guduvancheri (TP),44098,11252,0.0189,58397,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Maraimalainagar,Maraimalainagar (M),81872,19970,0.0189,108420,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Thiruporur,Thiruporur (TP),13666,3256,0.0189,18097,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Chengalpattu,Chengalpattu (M),62579,15675,0.0189,82871,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Konerikuppam,Konerikuppam (CT),11406,2804,0.0189,15105,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Sirukaveripakkam,Sirukaveripakkam (CT),8032,1931,0.0189,10636,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Nattapettai,Nattapettai (CT),19883,4964,0.0189,26330,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Ayyampettai,Ayyampettai (CT),6610,1699,0.0189,8753,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Thenambakkam,Thenambakkam (CT),13994,3473,0.0189,18532,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Orikkai,Orikkai (CT),12638,3183,0.0189,16736,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Kancheepuram,Kancheepuram (M),164384,41807,0.0189,217687,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Sevilimedu,Sevilimedu (TP),23454,5863,0.0189,31059,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Walajabad,Walajabad (TP),14684,3590,0.0189,19445,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Uthiramerur,Uthiramerur (TP),25194,6197,0.0189,33363,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Pudupattinam,Pudupattinam (CT),21151,5454,0.0189,28009,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Mamallapuram,Mamallapuram (TP),15172,3590,0.0189,20092,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Tirukalukundram,Tirukalukundram (TP),29391,7419,0.0189,38921,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Karunguzhi,Karunguzhi (TP),12485,3075,0.0189,16533,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Maduranthakam,Maduranthakam (M),30796,7699,0.0189,40782,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Acharapakkam,Acharapakkam (TP),10362,2565,0.0189,13722,Tamil Nadu,Kancheepuram
TAMIL NADU,Kancheepuram,Edakalinadu,Edakalinadu (TP),28172,6734,0.0189,37307,Tamil Nadu,Kancheepuram
TAMIL NADU,Vellore,Kondasamudram,Kondasamudram (CT),21335,5265,0.0189,28253,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Sevur,Sevur (CT),11356,2635,0.0189,15038,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Sathkar,Sathkar (CT),8632,1997,0.0189,11431,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Valathur,Valathur (CT),5529,1220,0.0189,7322,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Gudiyatham,Gudiyatham (M),91558,21363,0.0189,121247,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Pernampattu,Pernampattu (M),51271,10450,0.0189,67896,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Senur,Senur (CT),9078,2144,0.0189,12022,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Kilvaithinankuppam,Kilvaithinankuppam (CT),5321,1290,0.0189,7046,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Virudampattu,Virudampattu (CT),7662,1718,0.0189,10146,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Kangeyanallur,Kangeyanallur (CT),15177,3817,0.0189,20098,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Thiruvalam,Thiruvalam (TP),9153,2215,0.0189,12121,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Katpadi,Katpadi (TP),28797,4302,0.0189,38135,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Dharapadavedu,Dharapadavedu (M),38833,9476,0.0189,51425,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Gandhinagar,Gandhinagar (TP),9114,2133,0.0189,12069,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Kalinjur,Kalinjur (TP),19828,4853,0.0189,26257,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Narasingapuram,Narasingapuram (CT) ,11454,2869,0.0189,15168,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Chettithangal,Chettithangal (CT),7780,1927,0.0189,10303,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Vanapadi,Vanapadi (CT),5334,1292,0.0189,7064,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Navlock Garden,Navlock Garden (CT),20171,5023,0.0189,26712,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Sholingur,Sholingur (TP),30856,7359,0.0189,40861,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Ammoor,Ammoor (TP),12513,2972,0.0189,16570,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Walajapet,Walajapet (M + OG),47498,11289,0.0189,62900,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Walajapet,Walajapet (M),32397,7598,0.0189,42902,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Ranipettai,Ranipettai (M),50764,11764,0.0189,67225,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Melvisharam,Melvisharam (M),44786,8906,0.0189,59308,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Sembedu,Sembedu (CT),12548,2999,0.0189,16617,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Ammanur,Ammanur (CT),7731,1890,0.0189,10238,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Thirumalpur,Thirumalpur (CT),4803,1159,0.0189,6360,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Arakonam,Arakonam (M),78395,19507,0.0189,103815,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Thakkolam,Thakkolam (TP),13983,3321,0.0189,18517,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Nemili,Nemili (TP),10806,2620,0.0189,14310,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Kaveripakkam,Kaveripakkam (TP),14583,3323,0.0189,19312,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Panapakkam,Panapakkam (TP),11536,2802,0.0189,15277,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Tajpura,Tajpura (CT),8075,1955,0.0189,10693,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Arcot,Arcot (M),55955,13605,0.0189,74099,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Vilapakkam,Vilapakkam (TP),8174,1941,0.0189,10825,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Timiri,Timiri (TP),16246,3878,0.0189,21514,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Kalavai,Kalavai (TP),9773,2343,0.0189,12942,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Alamelumangapuram,Alamelumangapuram (CT),7900,1903,0.0189,10462,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Karugampattur,Karugampattur (CT),6343,1448,0.0189,8400,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Kilmanavur,Kilmanavur (CT),5145,1226,0.0189,6813,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Virinchipuram,Virinchipuram (CT),7699,1725,0.0189,10195,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Konavattam,Konavattam (CT),11472,2554,0.0189,15192,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Virupakshipuram,Virupakshipuram (CT),14779,3666,0.0189,19571,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Palavansathu,Palavansathu (CT),22176,5461,0.0189,29367,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Ariyur,Ariyur (CT),7251,1730,0.0189,9602,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Kaniyambadi,Kaniyambadi (CT),9597,2354,0.0189,12709,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Sathuvachari,Sathuvachari (M),56951,14083,0.0189,75418,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Shenbakkam,Shenbakkam (TP),17109,4037,0.0189,22657,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Vellore,Vellore (M. Corp),185803,42598,0.0189,246052,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Pallikonda,Pallikonda (TP),23067,5388,0.0189,30547,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Thorapadi,Thorapadi (TP),16700,4047,0.0189,22115,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Allapuram,Allapuram (TP),31211,7597,0.0189,41331,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Pennathur,Pennathur (TP),9425,2261,0.0189,12481,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Odugathur,Odugathur (TP),8998,2175,0.0189,11916,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Jaffrabad,Jaffrabad (CT),8121,1601,0.0189,10754,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Valayambattu,Valayambattu (CT),10076,2187,0.0189,13343,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Devasthanam,Devasthanam (CT),4963,1166,0.0189,6572,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Vaniyambadi,Vaniyambadi (M),95061,20559,0.0189,125886,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Alangayam,Alangayam (TP),18327,4183,0.0189,24270,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Kailasagiri,Kailasagiri (CT),9421,2001,0.0189,12476,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Thuthipattu,Thuthipattu (CT),9143,1983,0.0189,12108,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Ambur,Ambur (M),114608,25009,0.0189,151771,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Uthayendram,Uthayendram (TP),13837,3062,0.0189,18324,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Damalerimuthur,Damalerimuthur (CT),5250,1272,0.0189,6952,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Pachchal,Pachchal (CT),16789,4029,0.0189,22233,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Periagaram,Periagaram (CT),4916,1227,0.0189,6510,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Tirupattur,Tirupattur (CT),19487,4419,0.0189,25806,Tamil Nadu,Vellore
TAMIL NADU,Vellore,SuPallipattu,SuPallipattu (CT),4998,1193,0.0189,6619,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Kasinayagampatti,Kasinayagampatti  (CT),4779,1105,0.0189,6329,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Natrampalli,Natrampalli (TP),10390,2480,0.0189,13759,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Jolarpet,Jolarpet (M),29662,7140,0.0189,39280,Tamil Nadu,Vellore
TAMIL NADU,Vellore,Tirupathur,Tirupathur (M),64125,14084,0.0189,84918,Tamil Nadu,Vellore
TAMIL NADU,Tiruvannamalai,Sevur,Sevur (CT),10299,2446,0.0189,13639,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Sathiyavijayanagaram,Sathiyavijayanagaram (CT),5894,1436,0.0189,7805,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Paiyur,Paiyur (CT),7555,1797,0.0189,10005,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Mullipattu,Mullipattu (CT),4956,1174,0.0189,6563,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Devikapuram,Devikapuram (CT),9800,2296,0.0189,12978,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Kannamangalam,Kannamangalam (TP),7399,1696,0.0189,9798,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Arani,Arani (M),63671,14889,0.0189,84317,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Dusi,Dusi (CT),5577,1384,0.0189,7385,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Kilpudupakkam,Kilpudupakkam (CT),6912,1698,0.0189,9153,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Tiruvethipuram,Tiruvethipuram (M),37802,9162,0.0189,50060,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Peranamallur,Peranamallur (TP),5801,1450,0.0189,7682,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Vandavasi,Vandavasi (M),31320,7326,0.0189,41476,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Desur,Desur (TP),4597,1163,0.0189,6088,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Kalambur,Kalambur (TP),14304,3476,0.0189,18942,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Polur,Polur (TP),28123,6706,0.0189,37242,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Chetpet,Chetpet (TP),19827,4745,0.0189,26256,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Pudupalayam,Pudupalayam (TP),11382,2591,0.0189,15073,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Chengam,Chengam (TP),26980,6160,0.0189,35729,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Vengikkal,Vengikkal (CT),18244,4472,0.0189,24160,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Tiruvannamalai,Tiruvannamalai (M),145278,33514,0.0189,192386,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Kilpennathur,Kilpennathur (TP),13718,3152,0.0189,18166,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Tiruvannamalai,Vettavalam,Vettavalam (TP),15506,3414,0.0189,20534,Tamil Nadu,Tiruvannamalai
TAMIL NADU,Viluppuram,Gingee,Gingee (TP),27045,6259,0.0189,35815,Tamil Nadu,Viluppuram
TAMIL NADU,Viluppuram,Ananthapuram,Ananthapuram (TP),6892,1500,0.0189,9127,Tamil Nadu,Viluppuram
TAMIL NADU,Viluppuram,Tindivanam,Tindivanam (M),72796,17088,0.0189,96401,Tamil Nadu,Viluppuram
TAMIL NADU,Viluppuram,Marakkanam,Marakkanam (TP),22034,5286,0.0189,29179,Tamil Nadu,Viluppuram
TAMIL NADU,Viluppuram,Kottakuppam,Kottakuppam (TP),31726,7048,0.0189,42013,Tamil Nadu,Viluppuram
TAMIL NADU,Viluppuram,Salamedu,Salamedu (CT),20854,5131,0.0189,27616,Tamil Nadu,Viluppuram
TAMIL NADU,Viluppuram,Vikravandi,Vikravandi (TP),12022,2735,0.0189,15920,Tamil Nadu,Viluppuram
TAMIL NADU,Viluppuram,Viluppuram,Viluppuram (M),96253,22832,0.0189,127464,Tamil Nadu,Viluppuram
TAMIL NADU,Viluppuram,Valavanur,Valavanur (TP),16745,3913,0.0189,22175,Tamil Nadu,Viluppuram
TAMIL NADU,Viluppuram,Manalurpet,Manalurpet (TP),8523,1944,0.0189,11287,Tamil Nadu,Viluppuram
TAMIL NADU,Viluppuram,Arakandanallur,Arakandanallur (TP),5713,1247,0.0189,7566,Tamil Nadu,Viluppuram
TAMIL NADU,Viluppuram,Tirukkoyilur,Tirukkoyilur (TP),30212,6929,0.0189,40009,Tamil Nadu,Viluppuram
TAMIL NADU,Viluppuram,Thiruvennainallur,Thiruvennainallur (TP),9623,2121,0.0189,12743,Tamil Nadu,Viluppuram
TAMIL NADU,Viluppuram,Sankarapuram,Sankarapuram (TP),15664,3539,0.0189,20743,Tamil Nadu,Viluppuram
TAMIL NADU,Viluppuram,Vadakkanandal,Vadakkanandal (TP),23034,5397,0.0189,30503,Tamil Nadu,Viluppuram
TAMIL NADU,Viluppuram,Thiagadurgam,Thiagadurgam (TP),18605,4224,0.0189,24638,Tamil Nadu,Viluppuram
TAMIL NADU,Viluppuram,Kallakkurichi,Kallakkurichi (M),52507,12801,0.0189,69533,Tamil Nadu,Viluppuram
TAMIL NADU,Viluppuram,Chinnasalem,Chinnasalem (TP),25106,6181,0.0189,33247,Tamil Nadu,Viluppuram
TAMIL NADU,Viluppuram,Ulundurpettai,Ulundurpettai (TP),23734,5346,0.0189,31430,Tamil Nadu,Viluppuram
TAMIL NADU,Salem,Avadattur,Avadattur (CT),9869,2595,0.0189,13069,Tamil Nadu,Salem
TAMIL NADU,Salem,Doramangalam,Doramangalam (CT),5322,1390,0.0189,7048,Tamil Nadu,Salem
TAMIL NADU,Salem,Kolathur,Kolathur (TP),12748,3413,0.0189,16882,Tamil Nadu,Salem
TAMIL NADU,Salem,Mecheri,Mecheri (TP),25676,6330,0.0189,34002,Tamil Nadu,Salem
TAMIL NADU,Salem,Veerakkalpudur,Veerakkalpudur (TP),16665,4614,0.0189,22069,Tamil Nadu,Salem
TAMIL NADU,Salem,Mettur,Mettur (M),52813,14282,0.0189,69938,Tamil Nadu,Salem
TAMIL NADU,Salem,P.N.Patti,P.N.Patti (TP),25133,6901,0.0189,33283,Tamil Nadu,Salem
TAMIL NADU,Salem,Nangavalli,Nangavalli (TP),10809,2706,0.0189,14314,Tamil Nadu,Salem
TAMIL NADU,Salem,Vanavasi,Vanavasi (TP),7130,1890,0.0189,9442,Tamil Nadu,Salem
TAMIL NADU,Salem,Jalakandapuram,Jalakandapuram (TP),16184,4198,0.0189,21432,Tamil Nadu,Salem
TAMIL NADU,Salem,Kottagoundampatty,Kottagoundampatty (CT),7891,1528,0.0189,10450,Tamil Nadu,Salem
TAMIL NADU,Salem,Vellakkalpatty,Vellakkalpatty (CT),5475,1417,0.0189,7250,Tamil Nadu,Salem
TAMIL NADU,Salem,Kurukkupatti,Kurukkupatti (CT),5037,1330,0.0189,6670,Tamil Nadu,Salem
TAMIL NADU,Salem,Karukkalvadi,Karukkalvadi (CT),12052,3068,0.0189,15960,Tamil Nadu,Salem
TAMIL NADU,Salem,Kadayampatti,Kadayampatti (TP),11390,2857,0.0189,15083,Tamil Nadu,Salem
TAMIL NADU,Salem,Omalur,Omalur (TP),16279,4229,0.0189,21558,Tamil Nadu,Salem
TAMIL NADU,Salem,Karuppur,Karuppur (TP),13967,3707,0.0189,18496,Tamil Nadu,Salem
TAMIL NADU,Salem,Tharamangalam,Tharamangalam (TP),30222,7406,0.0189,40022,Tamil Nadu,Salem
TAMIL NADU,Salem,Poolampatti,Poolampatti (TP),9477,2698,0.0189,12550,Tamil Nadu,Salem
TAMIL NADU,Salem,Edappadi,Edappadi (M),54823,14560,0.0189,72600,Tamil Nadu,Salem
TAMIL NADU,Salem,Konganapuram,Konganapuram (TP),9286,2614,0.0189,12297,Tamil Nadu,Salem
TAMIL NADU,Salem,Thappakuttai,Thappakuttai (CT),6986,1872,0.0189,9251,Tamil Nadu,Salem
TAMIL NADU,Salem,Naduvaneri,Naduvaneri (CT),8485,2231,0.0189,11236,Tamil Nadu,Salem
TAMIL NADU,Salem,Eranapuram,Eranapuram (CT),8871,2509,0.0189,11748,Tamil Nadu,Salem
TAMIL NADU,Salem,Edaganasalai,Edaganasalai (TP),33245,8631,0.0189,44025,Tamil Nadu,Salem
TAMIL NADU,Salem,Arasiramani,Arasiramani (TP),14834,3970,0.0189,19644,Tamil Nadu,Salem
TAMIL NADU,Salem,Thevur,Thevur (TP),8548,2423,0.0189,11320,Tamil Nadu,Salem
TAMIL NADU,Salem,Sankari,Sankari (TP),29467,8122,0.0189,39022,Tamil Nadu,Salem
TAMIL NADU,Salem,Kondappanaickenpatti,Kondappanaickenpatti (CT),6892,1795,0.0189,9127,Tamil Nadu,Salem
TAMIL NADU,Salem,Dasanaickenpatti,Dasanaickenpatti (CT),5857,1568,0.0189,7756,Tamil Nadu,Salem
TAMIL NADU,Salem,Mallamooppampatti,Mallamooppampatti (CT),10199,2650,0.0189,13506,Tamil Nadu,Salem
TAMIL NADU,Salem,Dalavaipatti,Dalavaipatti (CT),7732,1971,0.0189,10239,Tamil Nadu,Salem
TAMIL NADU,Salem,Majaragollappatti,Majaragollappatti (CT),4727,1168,0.0189,6260,Tamil Nadu,Salem
TAMIL NADU,Salem,Maramangalathupatti,Maramangalathupatti (CT),12448,3315,0.0189,16484,Tamil Nadu,Salem
TAMIL NADU,Salem,Tirumalaigiri,Tirumalaigiri (CT),4107,1014,0.0189,5439,Tamil Nadu,Salem
TAMIL NADU,Salem,Selathampatti,Selathampatti (CT),6659,1729,0.0189,8818,Tamil Nadu,Salem
TAMIL NADU,Salem,Sanniyasigundu,Sanniyasigundu (CT),7823,1912,0.0189,10360,Tamil Nadu,Salem
TAMIL NADU,Salem,Erumapalayam,Erumapalayam (CT),10220,2690,0.0189,13534,Tamil Nadu,Salem
TAMIL NADU,Salem,Kondalampatti,Kondalampatti (CT),20318,5345,0.0189,26906,Tamil Nadu,Salem
TAMIL NADU,Salem,Puthur Agraharam,Puthur Agraharam (CT),11173,2842,0.0189,14796,Tamil Nadu,Salem
TAMIL NADU,Salem,Neykkarappatti,Neykkarappatti (CT),12090,3031,0.0189,16010,Tamil Nadu,Salem
TAMIL NADU,Salem,Kalparapatti,Kalparapatti (CT),5046,1414,0.0189,6682,Tamil Nadu,Salem
TAMIL NADU,Salem,Perumagoundampatti,Perumagoundampatti (CT),7796,2114,0.0189,10324,Tamil Nadu,Salem
TAMIL NADU,Salem,Vembadithalam,Vembadithalam (CT),7331,1996,0.0189,9708,Tamil Nadu,Salem
TAMIL NADU,Salem,Rajapalayam,Rajapalayam (CT),5807,1629,0.0189,7690,Tamil Nadu,Salem
TAMIL NADU,Salem,Chennagiri,Chennagiri (CT),5338,1453,0.0189,7069,Tamil Nadu,Salem
TAMIL NADU,Salem,Papparapatti,Papparapatti (CT),9592,2482,0.0189,12702,Tamil Nadu,Salem
TAMIL NADU,Salem,Kannankurichi,Kannankurichi (TP),19765,5022,0.0189,26174,Tamil Nadu,Salem
TAMIL NADU,Salem,Salem,Salem (M Corp.),829267,215747,0.0189,1098166,Tamil Nadu,Salem
TAMIL NADU,Salem,Ilampillai,Ilampillai (TP),11797,3057,0.0189,15622,Tamil Nadu,Salem
TAMIL NADU,Salem,Panaimarathupatti,Panaimarathupatti (TP),9368,2468,0.0189,12406,Tamil Nadu,Salem
TAMIL NADU,Salem,Mallur,Mallur (TP),10331,2754,0.0189,13681,Tamil Nadu,Salem
TAMIL NADU,Salem,Attayampatti,Attayampatti (TP),13852,3649,0.0189,18344,Tamil Nadu,Salem
TAMIL NADU,Salem,Yercaud,Yercaud (CT),11582,2652,0.0189,15338,Tamil Nadu,Salem
TAMIL NADU,Salem,Masinaickenpatty,Masinaickenpatty (CT),9098,2316,0.0189,12048,Tamil Nadu,Salem
TAMIL NADU,Salem,Belur,Belur (TP),8736,2290,0.0189,11569,Tamil Nadu,Salem
TAMIL NADU,Salem,Vazhapadi,Vazhapadi (TP),17559,4582,0.0189,23253,Tamil Nadu,Salem
TAMIL NADU,Salem,Ayothiapattinam,Ayothiapattinam (TP),11517,2982,0.0189,15252,Tamil Nadu,Salem
TAMIL NADU,Salem,Pethanaickenpalayam,Pethanaickenpalayam (TP),17678,4611,0.0189,23410,Tamil Nadu,Salem
TAMIL NADU,Salem,Ethapur,Ethapur (TP),10968,2866,0.0189,14524,Tamil Nadu,Salem
TAMIL NADU,Salem,Attur,Attur (M),61793,16371,0.0189,81830,Tamil Nadu,Salem
TAMIL NADU,Salem,Narasingapuram,Narasingapuram (M),23084,6230,0.0189,30569,Tamil Nadu,Salem
TAMIL NADU,Salem,Keeripatti,Keeripatti (TP),10208,2584,0.0189,13518,Tamil Nadu,Salem
TAMIL NADU,Salem,Veeraganur,Veeraganur ((TP),11624,3139,0.0189,15393,Tamil Nadu,Salem
TAMIL NADU,Salem,Thedavur,Thedavur (TP),8230,2241,0.0189,10899,Tamil Nadu,Salem
TAMIL NADU,Salem,Gangavalli,Gangavalli (TP),12015,3124,0.0189,15911,Tamil Nadu,Salem
TAMIL NADU,Salem,Thammampatti,Thammampatti (TP),21503,5756,0.0189,28476,Tamil Nadu,Salem
TAMIL NADU,Salem,Sentharapatti,Sentharapatti (TP),14308,3894,0.0189,18948,Tamil Nadu,Salem
TAMIL NADU,Namakkal   ,Thathankuttai,Thathankuttai (CT),24708,6747,0.0189,32720,Tamil Nadu,Namakkal   
TAMIL NADU,Namakkal   ,Ellandaikuttai,Ellandaikuttai (CT),16160,4600,0.0189,21400,Tamil Nadu,Namakkal   
TAMIL NADU,Namakkal   ,Periyamanali,Periyamanali (CT),6878,1945,0.0189,9108,Tamil Nadu,Namakkal   
TAMIL NADU,Namakkal   ,Pallipalayam Agraharam,Pallipalayam Agraharam (CT) ,16479,4625,0.0189,21822,Tamil Nadu,Namakkal   
TAMIL NADU,Namakkal   ,Pudupalayam Agraharam,Pudupalayam Agraharam (CT),5704,1696,0.0189,7554,Tamil Nadu,Namakkal   
TAMIL NADU,Namakkal   ,Mallasamudram,Mallasamudram (TP),18007,4895,0.0189,23846,Tamil Nadu,Namakkal   
TAMIL NADU,Namakkal   ,Kumarapalayam,Kumarapalayam (M),71594,20439,0.0189,94809,Tamil Nadu,Namakkal   
TAMIL NADU,Namakkal   ,Padaiveedu,Padaiveedu (TP),10451,2965,0.0189,13840,Tamil Nadu,Namakkal   
TAMIL NADU,Namakkal   ,Tiruchengode,Tiruchengode (M),95335,26508,0.0189,126248,Tamil Nadu,Namakkal   
TAMIL NADU,Namakkal   ,Alampalayam,Alampalayam (TP),20286,5785,0.0189,26864,Tamil Nadu,Namakkal   
TAMIL NADU,Namakkal   ,Pallipalayam,Pallipalayam (M),40140,11210,0.0189,53156,Tamil Nadu,Namakkal   
TAMIL NADU,Namakkal   ,Vennanthur,Vennanthur (TP),14568,3844,0.0189,19292,Tamil Nadu,Namakkal   
TAMIL NADU,Namakkal   ,Athanur,Athanur (TP),9827,2666,0.0189,13014,Tamil Nadu,Namakkal   
TAMIL NADU,Namakkal   ,R.Pudupatti,R.Pudupatti (TP),7478,2105,0.0189,9903,Tamil Nadu,Namakkal   
